Species;Family;Clade;type_of_care;number_of_parents;care_duration;care_duration_in_males;care_in_males_binary;care_duration_in_females;care_in_females_binary;protection;protection_in_males;protection_in_females;nourishment_by_females;nourishment_by_females_binary;terrestrial_reproduction;direct_development;female_SVL ;male_SVL;average_male_female_SVL;SSD;Egg_diameter;Log_egg_diameter;Clutch_size;Log_Clutch_size;Clutch_volume;Log_Clutch_volume;Parental care references;Terrestrial / aquatic reproduction references;Direct development references;Female size references;Male size references;Egg size references;Clutch size references
Lithobates_catesbeianus;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;137,15;119,3;128,23;-0,06;1,5;0,18;25076,25;4,4;44290,93;4,65;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2288;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_chiricahuensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;80;NA;NA;NA;1,5;0,18;892,5;2,95;1576,38;3,2;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2237;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_clamitans;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;72;NA;NA;NA;1,5;0,18;4750;3,68;8389,69;3,92;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2219;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_forreri;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;99,5;NA;NA;NA;2;0,3;1000;3;3140;3,5;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2263;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Lithobates_grylio;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;123;NA;NA;NA;1,6;0,2;9502;3,98;19095,22;4,28;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2282;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_heckscheri;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;128,5;NA;NA;NA;1,775;0,25;7000;3,85;17312,68;4,24;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2283;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_montezumae;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2337;Gomez-Mestre et al. 2012;;;;
Lithobates_onca;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;200;2,3;NA;NA;Han & Fu 2013;;Amphibiaweb;;;;Han & Fu 2013
Lithobates_palmipes;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;109,4;92,3;100,85;-0,07;1,5;0,18;4805;3,68;8486,83;3,93;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2276;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_palustris;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;66,2;53;59,7;-0,1;1,675;0,22;2500;3,4;5506,04;3,74;Gomez-Mestre et al. 2012, Han & Fu 2013;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_pipiens;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;84,05;69,8;76,93;-0,08;1,75;0,24;3596;3,56;8645,01;3,94;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2242;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_septentrionalis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,7;0,23;500;2,7;1134,33;3,05;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;Han & Fu 2013
Lithobates_sevosus;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;85,4;80,6;83;-0,03;1,8;0,26;6600;3,82;16786,44;4,22;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Lithobates_sphenocephalus;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;76,35;55,8;66,08;-0,14;1,6;0,2;1350;3,13;2712,96;3,43;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2234;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_sylvaticus;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;60,05;53,6;56,83;-0,05;2,18335;0,34;903;2,96;3379,12;3,53;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2182;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Lithobates_tarahumarae;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;2,2;0,34;2200;3,34;8358,68;3,92;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2303;Gomez-Mestre et al. 2012;;;Han & Fu 2013;Han & Fu 2013
Lithobates_vaillanti;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2338;Gomez-Mestre et al. 2012;;;;
Lithobates_vibicarius;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;2,5;0,4;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;
Lithobates_virgatipes;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,8;0,26;400;2,6;1017,36;3,01;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;Han & Fu 2013
Lithobates_warszewitschii;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2339;Gomez-Mestre et al. 2012;;;;
Lithodytes_lineatus;Leptodactylidae;Diphyabatracea;biparental care;2;1;1;1;1;1;1;1;1;0;0;1;absent;45,05;47;49,5;0,02;2;0,3;183;2,26;574,62;2,76;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Amphibiaweb;40,95;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Litoria_alboguttata;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;75;NA;NA;NA;1,3;0,11;2496,5;3,4;3311,98;3,52;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2230;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_aurea;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;93,9;91,8;92,85;-0,01;1,4;0,15;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Litoria_australis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;91,25;87;89,13;-0,02;1,625;0,21;2275;3,36;4715,83;3,67;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2250;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Litoria_brevipes;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;40,5;37;38,75;-0,04;1,3;0,11;2625,5;3,42;3483,12;3,54;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2086;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Litoria_caerulea;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;83,75;72,1;77,93;-0,07;1,28;0,11;1700;3,23;2186,44;3,34;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2241;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Litoria_freycineti;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;49;40;44,5;-0,09;1,5;0,18;NA;NA;NA;NA;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;
Litoria_genimaculata;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;70;NA;NA;NA;2,35;0,37;843;2,93;3654,54;3,56;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2213;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_inermis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;29,5;NA;NA;NA;1,35;0,13;213;2,33;304,73;2,48;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2043;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_infrafrenata;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;3;0,48;300;2,48;2119,5;3,33;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;Han & Fu 2013
Litoria_lesueuri;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,44;0,16;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Litoria_longipes;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;40,5;NA;NA;NA;1,35;0,13;1500;3,18;2145,99;3,33;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2088;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_longirostris;Hylidae;Hylidae;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;0;0;1;absent;25;NA;NA;NA;2,2;0,34;44;1,64;167,17;2,22;Amphibiaweb, Zamudio et al 2016;Gomez-Mestre et al. 2022;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Litoria_meiriana;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;37;1,57;NA;NA;Han & Fu 2013;;Amphibiaweb;;;;Han & Fu 2013
Litoria_nasuta;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;41,5;NA;NA;NA;1,15;0,06;75;1,88;77,86;1,89;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2093;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_novaehollandiae;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;1,5;0,18;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2296;Gomez-Mestre et al. 2012;;;Summers et al. 2006;
Litoria_pallida;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;31;NA;NA;NA;1,3;0,11;200;2,3;265,33;2,42;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2052;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_pearsoniana;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;32;NA;NA;NA;2,225;0,35;545;2,74;2118;3,33;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2058;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_peronii;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;55,7;48,4;52,05;-0,06;1,5;0,18;NA;NA;NA;NA;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;
Litoria_phyllochroa;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,23;0,09;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Litoria_rothii;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;46;NA;NA;NA;1,35;0,13;527,5;2,72;754,67;2,88;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2124;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_rubella;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;33,2;32,9;33,05;0;1,075;0,03;338,75;2,53;307,3;2,49;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2062;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Litoria_spenceri;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;45;NA;NA;NA;1,6;0,2;600;2,78;1205,76;3,08;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2116;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_subglandulosa;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;1,6;0,2;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2300;Gomez-Mestre et al. 2012;;;Summers et al. 2006;
Litoria_tornieri;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;31;NA;NA;NA;1,4;0,15;129,5;2,11;199,25;2,3;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2053;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Litoria_verreauxii;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,21;0,08;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Litoria_watjulumensis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;54;NA;NA;NA;1,75;0,24;115;2,06;276,47;2,44;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2166;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Lysapsus_laevis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;;;
Lysapsus_limellum;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;25;NA;NA;NA;1,5;0,18;147;2,17;259,64;2,41;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2021;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Macrogenioglottus_alipioi;Odontophrynidae;Crown_Hyloidea;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2313;Gomez-Mestre et al. 2012;;;;
Mannophryne_collaris;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Mannophryne_cordilleriana;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Mannophryne_herminae;Dendrobatidae;Agastorophrynia;NA;NA;2;NA;NA;NA;NA;3;NA;NA;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Mannophryne_oblitterata;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Mannophryne_olmonae;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Mannophryne_trinitatis;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;1;absent;23,8;21,5;22,65;-0,04;3,5;0,54;9,5;0,98;91,35;1,96;Wikipedia;Gomez-Mestre et al. 2013;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Mannophryne_yustizi;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Mantella_laevigata;Mantellidae;Natatanura;no care;0;2;0;0;2;1;0;0;0;1;1;1;absent;28,1;26,8;27,45;-0,02;NA;NA;1;0;NA;NA;Amphibiaweb;Amphibiaweb;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Mantidactylus_argenteus;Mantellidae;Natatanura;male-only care ;1;1;1;1;0;0;2;2;0;0;0;NA;absent;31;27;29;-0,06;NA;NA;12;1,08;NA;NA;Amphibiaweb;;Amphibiaweb;Amphibiaweb;Amphibiaweb;;Amphibiaweb
Mantidactylus_betsileanus;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;2,5;0,4;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Mantidactylus_femoralis;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;2,5;0,4;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;
Mantidactylus_majori;Mantellidae;Natatanura;male-only care ;1;1;1;1;0;0;2;2;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;15;1,18;NA;NA;Amphibiaweb;;Amphibiaweb;;;;Amphibiaweb
Megophrys_omeimontis;Megophryidae;Anomocoela;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;64,1;55,2;59,65;-0,06;2,8;0,45;357;2,55;2197,12;3,34;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Meristogenys_jerboa;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;67,1;36,4;51,75;-0,27;1,3;0,11;2462;3,39;3266,21;3,51;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2207;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;Han & Fu 2013
Mertensophryne_anotis;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;46;NA;NA;NA;2,5;0,4;81;1,91;397,41;2,6;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2125;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Mertensophryne_micranotis;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2314;Gomez-Mestre et al. 2012;;;;
Mertensophryne_taitana;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;29,75;23,4;26,58;-0,1;2,25;0,35;125;2,1;496,76;2,7;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2044;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Microbatrachella_capensis;Pyxicephalidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2340;Gomez-Mestre et al. 2012;;;;
Microhyla_heymonsi;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;23,6;19,8;21,7;-0,08;0,975;-0,01;172,75;2,24;128,91;2,11;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2024;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Microhyla_okinavensis;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;28;NA;NA;NA;1,35;0,13;515;2,71;736,79;2,87;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2037;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Microhyla_ornata;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;25,95;23,2;24,58;-0,05;0,9;-0,05;402;2,6;255,61;2,41;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2031;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Microhyla_pulchra;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;33,1;30;31,55;-0,04;1,1;0,04;1256;3,1;1193,01;3,08;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Micryletta_inornata;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;2,1;0,32;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2302;Gomez-Mestre et al. 2012;;;Summers et al. 2006;
Mixophyes_fasciolatus;Myobatrachidae;Australobatrachia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;97;63;80;-0,19;1,6;0,2;970;2,99;1949,31;3,29;Han & Fu 2013;;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Myersiella_microps;Microhylidae;Microhylidae;female-only care ;1;1;0;0;1;1;2;0;2;0;0;NA;absent;NA;NA;NA;NA;5;0,7;14;1,15;274,75;2,44;Amphibiaweb;;Amphibiaweb;;;Summers et al. 2006;Amphibiaweb
Myobatrachus_gouldii;Myobatrachidae;Australobatrachia;no care;0;0;0;0;0;0;0;0;0;2;1;1;present;52;44;48;-0,07;5,645;0,75;35,75;1,55;894,28;2,95;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Nannophryne_variegata;Bufonidae;Agastorophrynia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;138;2,14;NA;NA;Han & Fu 2013;;Amphibiaweb;;;;Han & Fu 2013
