"country","state","locality","date","sex","life_stage","genus","order","family","geometry"
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","22-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43554699, 35.05319903)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","22-Apr-25","female","subadult","Sorex","Soricomorpha","Soricidae",c(-83.435534, 35.053267)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.43550902, 35.05324303)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","29-Jan-26","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.435419, 35.05323901)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","26-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43539402, 35.05331897)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.43538899, 35.05329601)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.43538203, 35.05335803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","12-Oct-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43534498, 35.05323197)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","26-Jan-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43532998, 35.05341603)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","26-Jan-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43532001, 35.05340002)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","25-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43523501, 35.05330296)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751","26-Jan-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43398703, 35.06197496)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751","29-Jan-25","female","subadult","Rattus","Rodentia","Muridae",c(-83.43398703, 35.06197496)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751","27-Jan-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.43387497, 35.06165603)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751","27-Jan-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43364396, 35.06170297)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","28-Jan-25","male","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.43363902, 35.06151798)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751","24-May-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43351999, 35.06147901)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751","28-Jan-25","male","adult","Rattus","Rodentia","Muridae",c(-83.43343399, 35.06142503)
"United States","North Carolina","NEWFOUNDLAND GAP RD, DEEP CREEK; 35D36'N 83D25'W 4720FT","2-Jun-94","female","","Peromyscus","Rodentia","Cricetidae",c(-83.4316, 35.5052)
"United States","North Carolina","NEWFOUNDLAND GAP RD, DEEP CREEK; 35D36'N 83D25'W 4720FT","2-Jun-94","female","","Peromyscus","Rodentia","Cricetidae",c(-83.4316, 35.5052)
"United States","North Carolina","NEWFOUNDLAND GAP RD, DEEP CREEK; 35D36'N 83D25'W 4720FT","2-Jun-94","female","","Peromyscus","Rodentia","Cricetidae",c(-83.4316, 35.5052)
"United States","North Carolina","NEWFOUNDLAND GAP RD. DEEP CREEK, LINE 8; 35D36'N 83D25'W 4720FT","2-Jun-94","male","","Peromyscus","Rodentia","Cricetidae",c(-83.4316, 35.5052)
"United States","North Carolina","NEWFOUNDLAND GAP RD. DEEP CREEK, LINE 7; 35D36'N 83D25'W 4720FT","2-Jun-94","male","","Peromyscus","Rodentia","Cricetidae",c(-83.4316, 35.5052)
"United States","North Carolina","NEWFOUNDLAND GAP RD. DEEP CREEK, LINE 8; 35D36'N 83D25'W 4720FT","2-Jun-94","female","","Peromyscus","Rodentia","Cricetidae",c(-83.4316, 35.5052)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","22-Apr-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43042498, 35.06105999)
"United States","North Carolina","Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43042498, 35.06105999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","12-Oct-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.43042498, 35.06105999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","11-Oct-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.43042498, 35.06105999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","11-Oct-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43042498, 35.06105999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","11-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43042498, 35.06105999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43040704, 35.06112898)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43040704, 35.06112898)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","female","adult","Napaeozapus","Rodentia","Dipodidae",c(-83.43040704, 35.06112898)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","10-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43040704, 35.06112898)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","10-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43040704, 35.06112898)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.4304, 35.06125404)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","12-Oct-25","unknown","","Sorex","Soricomorpha","Soricidae",c(-83.43029003, 35.06103401)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","12-Oct-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43029003, 35.06103401)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","23-Apr-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43023596, 35.06124004)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","13-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43020797, 35.06070703)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","13-Oct-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.43020503, 35.061148)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","13-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43020503, 35.061148)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","13-Oct-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.43020503, 35.076276)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","13-Oct-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.43020503, 35.09574297)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","2-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43019699, 35.06117298)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","22-Apr-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43017997, 35.06115303)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","29-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43017796, 35.06120802)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","13-Oct-25","female","subadult","Blarina","Soricomorpha","Soricidae",c(-83.43009196, 35.060342)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","2-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43006698, 35.06030596)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","1-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42999901, 35.06022298)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","27-Jan-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.42996598, 35.06074098)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","2-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.429912, 35.06023798)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","12-Oct-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.42984696, 35.06027101)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","2-Aug-25","male","adult","Sigmodon","Rodentia","Cricetidae",c(-83.42980999, 35.06019004)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","29-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42965996, 35.06019096)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","19-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.42961403, 35.06019297)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","13-Oct-25","male","adult","Rattus","Rodentia","Muridae",c(-83.42955996, 35.06027302)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.42947204, 35.06026296)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","13-Oct-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.42944597, 35.06032297)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","1-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42944102, 35.06015902)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","2-Aug-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42943599, 35.06011996)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","2-Aug-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42941797, 35.06019196)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42934396, 35.060212)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","28-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42932502, 35.06015601)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42924204, 35.06085799)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","28-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.429135, 35.06011602)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","23-Apr-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.429107, 35.06059002)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","27-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.42909896, 35.06080401)
